query_no,latency,aqp_std,aqp_aggregate,true_std,true_aggregate,count,relative_confidence_interval_error
3,0.42538149998290464,32395589873.406372,335374968344.0316,32056468068.208614,336248382000.0,298,0.0010085455376191452
3,0.42538149998290464,32792950992.42041,343650534012.70056,30903904624.17443,317538487800.0,286,0.0059490311909395546
3,0.42538149998290464,32107124337.686035,329430433785.7849,29926376289.5629,297075723300.0,267,0.0073407144276172315
3,0.42538149998290464,32171674917.032043,330756042700.2858,32565374149.03601,359445731400.0,330,0.001095295332818542
3,0.42538149998290464,32981894849.483887,347620890269.6384,31909921724.906937,353284356900.0,332,0.0030343067946265755
3,0.42538149998290464,32267777721.87964,332734534659.3045,30006955714.788364,309923259900.0,289,0.007294780029807225
3,0.42538149998290464,31553589350.352356,318172248059.4891,30919906171.51922,328619091000.0,306,0.0019283212576141461
3,0.42538149998290464,31798721539.896973,323133791441.90576,33231714747.870758,370697268900.0,337,0.0038656697208102504
3,0.42538149998290464,32090545682.460144,329090404241.74,31659716281.379025,338158453200.0,309,0.0012740459302559867
3,0.42538149998290464,32235153950.03064,332062240155.09247,32738509280.230305,358050013800.0,324,0.001405824077082231
3,0.42538149998290464,31717256577.468384,321480662590.7185,28718226318.235836,279153397200.0,256,0.010743305613737118
3,0.42538149998290464,32316380118.785583,333737368660.59985,29900978205.420193,299608915800.0,272,0.008061849250767158
3,0.42538149998290464,32411575253.077087,335705939206.886,32654982245.321583,341370298200.0,296,0.0007130292047314835
3,0.42538149998290464,32171569995.247498,330753885871.43085,29679217955.32267,325601523900.0,326,0.007654608031534546
3,0.42538149998290464,31701475133.372375,321160907237.9098,31620856792.176258,331656748500.0,298,0.00024307764446444664
3,0.42538149998290464,31799783031.350037,323155359730.4549,32370310675.340004,354024770400.0,324,0.0016115472466668038
3,0.42538149998290464,32251909535.30536,332407446088.3891,34995216034.74209,398968028400.0,352,0.006876005855502605
3,0.42538149998290464,32634197606.137756,340332198068.7384,32138511560.088497,335401411200.0,295,0.0014778889697446187
3,0.42538149998290464,30722564099.976746,301637508621.4487,28551224876.3878,284506750200.0,269,0.0076319427291709555
3,0.42538149998290464,31395725357.780457,314997191040.14044,29156010054.640587,295880860500.0,279,0.007569652526206134
3,0.42538149998290464,32047240012.4942,328202865185.5412,30039867150.59334,324448112400.0,316,0.006187038189410221
3,0.42538149998290464,33077698210.264954,349642565928.7075,32633743583.446945,360215482200.0,330,0.0012324695876661806
3,0.42538149998290464,31065423946.494568,308405753927.6036,31914820931.641846,337532367900.0,303,0.002516490464105436
3,0.42538149998290464,31609210163.77295,319294509269.2101,32058206444.215298,352231922100.0,327,0.001274717742121274
3,0.42538149998290464,32207251594.101868,331487613968.8222,33183283596.032055,364612859700.0,327,0.0026768995551425616
3,0.42538149998290464,31982552562.595764,326879587591.79254,33731121689.88335,374036211900.0,333,0.0046748658863946385
3,0.42538149998290464,32621432721.77997,340065903314.27423,30270817401.259617,325376487000.0,313,0.007224293747201073
3,0.42538149998290464,32335661611.345886,334135459717.84766,35034520789.74547,393123140100.0,341,0.006865175063754996
3,0.42538149998290464,31885286135.198364,324894886294.7573,30857943605.478672,328501703400.0,307,0.0031273583031280324
3,0.42538149998290464,32240023263.301453,332162373474.5641,30778369066.963444,333487687200.0,318,0.004382933021036613
3,0.42538149998290464,32936435193.697998,346663363047.2749,35140352900.18964,416813973000.0,381,0.005287533166484412
3,0.42538149998290464,31281074714.538086,312701351407.96924,32617372851.005543,340389081900.0,295,0.003925796118396173
3,0.42538149998290464,32447004813.969666,336439903093.5386,30486135172.073574,331347423300.0,320,0.005917865973928916
3,0.42538149998290464,32858658924.646057,345028516931.21405,27946901158.97075,277423893300.0,267,0.01770488369710767
3,0.42538149998290464,31723100533.17987,321598952644.90094,32917871795.13573,348755643600.0,304,0.0034258119800526722
3,0.42538149998290464,32239208828.08319,332145596174.70074,32838409729.862747,365217572700.0,335,0.0016406683209401777
3,0.42538149998290464,31396047011.46399,315003643847.78015,28839414050.51264,304965639000.0,303,0.008383347610356022
3,0.42538149998290464,31739209987.820312,321925577718.3723,33588630566.24526,388347664500.0,362,0.004762280676532679
3,0.42538149998290464,30848769092.275818,304120050752.28534,29406213687.381073,289156994100.0,262,0.004988831099813763
3,0.42538149998290464,33093413433.128296,349974783435.46655,30457497004.2971,339705806400.0,337,0.007759409404169654
3,0.42538149998290464,32351299868.031555,334458643293.9112,30575431456.954884,309162154800.0,277,0.005744132596777566
3,0.42538149998290464,32748117642.985474,342711598127.4198,31149749980.86995,329970746700.0,304,0.004843967770175441
3,0.42538149998290464,32063228772.640137,328530350633.36456,30970876901.914936,318805365600.0,287,0.00342639111066831
3,0.42538149998290464,32127691087.332092,329852337665.58545,31852042746.32337,348896970000.0,325,0.000790056563141607
3,0.42538149998290464,32936803140.687378,346671106416.44257,32455186299.120705,348332837700.0,312,0.0013826340483622836
3,0.42538149998290464,32223662483.745667,331825423908.8691,32789009879.126884,368977038900.0,343,0.0015322021041380793
3,0.42538149998290464,31510450670.170227,317302924977.35925,30249122943.27179,301438632900.0,269,0.004184359896950812
3,0.42538149998290464,31755247675.05957,322250912230.31573,31697603126.159904,340185724800.0,312,0.0001694502287935682
3,0.42538149998290464,32046672786.589478,328191250131.7898,33806553906.173813,379884429300.0,342,0.004632675055482553
3,0.42538149998290464,32191083320.799988,331154966274.88715,34896455394.20179,402923173500.0,361,0.0067143620703210855
3,0.42538149998290464,31673894104.92688,320602300124.6235,30045159677.384354,309807941100.0,288,0.005257239119693198
3,0.42538149998290464,32272198422.950928,332825517926.55426,28376961764.61327,279564484800.0,263,0.013933231401421766
3,0.42538149998290464,32367263389.65924,334788709864.7904,31710941207.35627,333728195400.0,300,0.001966636895981522
3,0.42538149998290464,32127586309.01544,329850186729.7055,30883181388.731262,338297147700.0,325,0.0036784375178584446
3,0.42538149998290464,31658134239.80005,320283418420.3198,30999827751.96004,320746567500.0,290,0.00205241943186191
3,0.42538149998290464,31756307715.065308,322272421589.11475,29189357088.460247,303542769000.0,293,0.008456635732294649
3,0.42538149998290464,32207815994.92517,331499229022.57367,31204041518.48541,325634070600.0,295,0.0030825228901578032
3,0.42538149998290464,32589581333.453674,339402328675.1079,31964819105.463104,340271460300.0,307,0.0018360700231507781
3,0.42538149998290464,30680561724.23462,300813362423.0294,30930455696.09654,321682955100.0,293,0.0007768331144068112
3,0.42538149998290464,31395725357.779724,314997191040.14044,30437847765.129795,307791117300.0,277,0.003112102782733324
3,0.42538149998290464,32047240012.494934,328202865185.5412,33428321126.742954,365628124800.0,324,0.0037772835856198887
3,0.42538149998290464,33077698210.264954,349642565928.7075,33017866974.732018,351517330200.0,307,0.00017020849441162517
3,0.42538149998290464,31065423946.493835,308405753927.60345,33845791927.299683,359733522300.0,306,0.007728965493761122
3,0.42538149998290464,31609210163.77362,319294509269.21,31345077935.55221,326528821500.0,294,0.0008089093851135246
3,0.42538149998290464,32207251594.101135,331487613968.82214,31097539905.365925,326712458400.0,299,0.0033966004668746675
3,0.42538149998290464,31982552562.595764,326879587591.7926,32191238337.436024,345485142600.0,312,0.0006040369008917826
3,0.42538149998290464,32621432721.77997,340065903314.2742,31644578310.811817,342345941700.0,317,0.002853413147289986
3,0.42538149998290464,32335661611.345886,334135459717.84766,28534400284.042465,284331474900.0,269,0.01336911901378605
3,0.42538149998290464,31885286135.199097,324894886294.7573,30489106221.54854,322440316200.0,303,0.004330041385967846
3,0.42538149998290464,32240023263.301453,332162373474.564,31489725689.902565,313797559500.0,269,0.002391024246952079
3,0.42538149998290464,32936435193.697998,346663363047.27484,30260039029.351715,322666200000.0,308,0.008294628208180103
3,0.42538149998290464,31281074714.537415,312701351407.96924,30689558856.99984,318097491000.0,291,0.0018595426693811135
3,0.42538149998290464,32447004813.968994,336439903093.53845,31746419474.466698,350953467900.0,331,0.0019962342691593514
3,0.42538149998290464,32858658924.646057,345028516931.21405,31991993741.25625,340556247900.0,307,0.0025448518085749343
3,0.42538149998290464,31723100533.17987,321598952644.9009,29957065464.139675,305640797100.0,282,0.0057781391941023556
3,0.42538149998290464,32239208828.083862,332145596174.7007,32826615482.66,364540150500.0,334,0.0016113633951444191
3,0.42538149998290464,31396047011.46399,315003643847.78015,33978825089.005,394450067100.0,365,0.00654779474758267
3,0.42538149998290464,31739209987.81958,321925577718.3723,33455941368.233994,379233679200.0,348,0.004526843143351319
3,0.42538149998290464,30848769092.27655,304120050752.28534,31060644412.61452,313503521700.0,276,0.0006758307504459869
3,0.42538149998290464,33093413433.127563,349974783435.4665,31177226438.370914,346730049900.0,335,0.005526452049106486
3,0.42538149998290464,32351299868.032227,334458643293.91125,32389728543.384846,348185421900.0,313,0.00011036842135124202
3,0.42538149998290464,32748117642.986145,342711598127.41974,30973063773.140526,330263889000.0,308,0.005374653206017383
3,0.42538149998290464,32063228772.64154,328530350633.3645,30822640248.660915,315601219500.0,284,0.003930873670089304
3,0.42538149998290464,32127691087.332764,329852337665.5854,28521112671.70063,292011552000.0,284,0.01235080732570516
3,0.42538149998290464,32936803140.686646,346671106416.44244,33770398876.54092,387176169300.0,356,0.002153014059107472
3,0.42538149998290464,32223662483.746338,331825423908.8691,29724166360.72326,309645273000.0,294,0.008072127498691314
3,0.42538149998290464,31510450670.168823,317302924977.3592,30521944095.902985,324936851700.0,307,0.003042149787240764
3,0.42538149998290464,31755247675.05957,322250912230.3157,30023419528.304234,315428863800.0,299,0.005490392115331003
3,0.42538149998290464,32046672786.59021,328191250131.78973,32705122876.067303,365877001800.0,339,0.0017996487514594386
3,0.42538149998290464,32191083320.799988,331154966274.88715,33409486162.704475,378713741700.0,348,0.0032172131817430898
3,0.42538149998290464,31673894104.926147,320602300124.6235,29950878284.54051,301762392600.0,275,0.0057098427857098025
3,0.42538149998290464,32272198422.950928,332825517926.55426,30813023066.077454,324265919400.0,300,0.00449993437353341
3,0.42538149998290464,32367263389.65851,334788709864.7904,34437799819.46691,379580539800.0,329,0.005454801320687734
3,0.42538149998290464,32127586309.016174,329850186729.70544,33408908304.958294,380305309500.0,351,0.003369193024485291
3,0.42538149998290464,31658134239.80005,320283418420.31976,32697134996.792988,357055208700.0,323,0.0029099162585411653
3,0.42538149998290464,31756307715.065308,322272421589.1147,29373655750.914097,288321222300.0,261,0.008263879936219356
3,0.42538149998290464,32207815994.9245,331499229022.57367,30626615672.604977,311923630800.0,281,0.005069190552393131
3,0.42538149998290464,32589581333.453674,339402328675.10785,30946336958.566025,319631634900.0,289,0.005141056752413619
3,0.42538149998290464,30680561724.23462,300813362423.0294,29511439257.401157,302713418100.0,285,0.0038621428616264623
3,0.42538149998290464,31395725357.779724,314997191040.14044,30683010473.83076,325031464500.0,304,0.002192756584490494
3,0.42538149998290464,32047240012.494934,328202865185.5412,32055539101.481476,339609827700.0,304,2.4437128462233096e-05
3,0.42538149998290464,33077698210.264954,349642565928.7075,31747641517.382442,347740137600.0,325,0.0038248581313108424
3,0.42538149998290464,31065423946.493835,308405753927.60345,28939166797.909115,290505349800.0,273,0.007319166927729744
3,0.42538149998290464,31609210163.77362,319294509269.21,31731553907.52672,332828734200.0,298,0.0003675876845404219
3,0.42538149998290464,32207251594.101135,331487613968.82214,31551314614.486668,340752810600.0,316,0.00192496425329402
3,0.42538149998290464,31982552562.596497,326879587591.79254,31049173188.544903,336401088600.0,318,0.0027746027158712166
3,0.42538149998290464,32621432721.77997,340065903314.2742,30288692304.883667,307935806700.0,280,0.007575411388156378
3,0.42538149998290464,32335661611.345886,334135459717.8477,31778172318.14397,348088524000.0,325,0.0016015733204749827
3,0.42538149998290464,31885286135.199097,324894886294.7574,30826150923.526752,332959070700.0,316,0.003180977197724814
3,0.42538149998290464,32240023263.301453,332162373474.564,32614454518.29081,357803571600.0,326,0.0010464715411168271
3,0.42538149998290464,32936435193.697998,346663363047.27484,33356025467.67146,378645226800.0,349,0.0011081356485581376
3,0.42538149998290464,31281074714.537415,312701351407.96924,32967992523.075314,354403698300.0,313,0.004759876425188814
3,0.42538149998290464,32447004813.968994,336439903093.53845,33717435785.151222,365917972800.0,319,0.003471900987701985
3,0.42538149998290464,32858658924.646057,345028516931.214,30340892349.41797,319287439500.0,300,0.007885579774672247
3,0.42538149998290464,31723100533.17987,321598952644.9009,31539730792.028038,327436358100.0,292,0.0005600164325546002
3,0.42538149998290464,32239208828.083862,332145596174.7007,31610926664.940063,346803655800.0,326,0.0018116365056605002
3,0.42538149998290464,31396047011.46399,315003643847.78015,32371567723.51104,356235470100.0,328,0.002738415441261952
3,0.42538149998290464,31739209987.81958,321925577718.3723,32717500899.490185,363854483400.0,335,0.002688687253566503
3,0.42538149998290464,30848769092.27655,304120050752.28534,30571469508.856606,321718289700.0,300,0.0008619329155284415
3,0.42538149998290464,33093413433.127563,349974783435.4665,29494606588.932346,318045510300.0,315,0.011315383263233624
3,0.42538149998290464,32351299868.032227,334458643293.91113,29885252171.844505,307607741400.0,287,0.008016858369571974
3,0.42538149998290464,32748117642.986145,342711598127.41974,29477513296.206596,305001916800.0,290,0.010723225549183002
3,0.42538149998290464,32063228772.64154,328530350633.3645,31534397482.20567,327401603100.0,292,0.0016152373275776155
3,0.42538149998290464,32127691087.332764,329852337665.5854,30353685154.457752,311886706200.0,286,0.005687981878065092
3,0.42538149998290464,32936803140.686646,346671106416.44244,35112594391.818436,399726638400.0,351,0.005443198031136747
3,0.42538149998290464,32223662483.746338,331825423908.8691,32042609705.972683,342788985000.0,310,0.0005281755998479792
3,0.42538149998290464,31510450670.168823,317302924977.3592,29949048465.989044,311993388000.0,294,0.005004600303195461
3,0.42538149998290464,31755247675.05957,322250912230.3157,34698529153.96332,397815896700.0,356,0.007398601974730357
3,0.42538149998290464,32046672786.59021,328191250131.78973,32015580181.649124,365486427900.0,353,8.507184553948198e-05
3,0.42538149998290464,32191083320.799988,331154966274.88715,31654224089.43167,344073242700.0,320,0.0015603050884035413
3,0.42538149998290464,31673894104.926147,320602300124.6235,30602308999.417522,312807023100.0,283,0.003425706670166591
3,0.42538149998290464,32272198422.950928,332825517926.55426,30902845034.624237,311337310200.0,275,0.004398295172033932
3,0.42538149998290464,32367263389.65851,334788709864.7904,30376077600.244476,325477904400.0,311,0.006117729537077701
3,0.42538149998290464,32127586309.016174,329850186729.70544,30804627566.834785,319830140100.0,292,0.004136441743006912
3,0.42538149998290464,31658134239.80005,320283418420.31976,29309657537.230854,295287765300.0,275,0.00795317984198648
3,0.42538149998290464,31756307715.065308,322272421589.1147,29674175841.14428,310179457500.0,296,0.0067126685006889215
3,0.42538149998290464,32207815994.9245,331499229022.57367,29688694874.327965,317067199200.0,309,0.007945070089093387
3,0.42538149998290464,32589581333.453674,339402328675.10785,30153178756.63423,319954423200.0,305,0.007614842615557386
3,0.42538149998290464,30680561724.23535,300813362423.0295,31514477914.609734,330543852900.0,298,0.002522860985185733
3,0.42538149998290464,31438706952.440308,315860197042.9901,32515844178.124565,352308668700.0,318,0.0030573679315324138
3,0.42538149998290464,32091113685.034973,329102051117.55634,30038778749.350075,325973957400.0,319,0.0062960088960925635
3,0.42538149998290464,33122982841.41223,350600490766.8683,33705331245.254387,375990508200.0,337,0.0015488380454870096
3,0.42538149998290464,31107953283.448364,309250701198.638,31456534182.733063,327163041000.0,293,0.0010654653967613
3,0.42538149998290464,31652484068.781494,320169288746.66003,33984498503.871555,371132301300.0,323,0.006283512448044795
3,0.42538149998290464,32251344361.679565,332395799212.57245,31501719272.089897,334268519100.0,305,0.0022425835720575587
3,0.42538149998290464,32026337662.32251,327775148105.7426,31365214523.00056,341405768100.0,321,0.0019364732558598767
3,0.42538149998290464,32666092607.120605,340997590720.6146,30651760911.236736,320402407800.0,296,0.006286880643984565
3,0.42538149998290464,32379930204.05121,335050899333.513,34297452111.713512,377437958400.0,328,0.0050803631828417175
3,0.42538149998290464,31928938053.740234,325785009270.90735,32680721911.272274,355779537600.0,321,0.0021130609776025514
3,0.42538149998290464,32284160903.38214,333072407374.4943,30429111368.349277,312647880900.0,286,0.005933350738514037
3,0.42538149998290464,32981526398.6792,347613125685.7605,30344773496.483425,333426672300.0,327,0.007908044320531625
3,0.42538149998290464,31323899326.168762,313558067439.22394,30032338820.633236,316015173600.0,300,0.004087020540255243
3,0.42538149998290464,32491425863.36963,337361656252.699,34012849715.058495,375457267500.0,330,0.00405218911280993
3,0.42538149998290464,32903643633.66443,345973800539.2447,32124656295.436287,329508711000.0,285,0.002364087237220693
3,0.42538149998290464,31766530380.95587,322480045665.8458,31104188264.33959,327321964500.0,300,0.0020235187016185816
3,0.42538149998290464,32283345353.0011,333055584109.42584,32365561978.276867,351218623800.0,319,0.0002340895946411606
3,0.42538149998290464,31439029046.542236,315866667529.5549,32047433044.87655,342835818600.0,310,0.0017746220357568918
3,0.42538149998290464,31782661893.25818,322807565602.53217,32366535457.875042,344594947800.0,307,0.001694376450799675
3,0.42538149998290464,30891001780.63098,304953256370.7847,31518894134.881897,334988678100.0,306,0.0018743688825909473
3,0.42538149998290464,33138719582.56787,350933618458.5774,33232205066.163082,377774409000.0,350,0.00024746378094449225
3,0.42538149998290464,32395589873.407776,335374968344.0315,32074387031.970818,333027900600.0,292,0.0009644922868572362
3,0.42538149998290464,32792950992.42041,343650534012.7003,33222822674.63661,368387168400.0,333,0.0011669018877156906
3,0.42538149998290464,32107124337.686768,329430433785.7847,30584341137.467598,318077172600.0,293,0.004787464588457455
3,0.42538149998290464,32171674917.03064,330756042700.28564,32457151041.547634,360427392600.0,334,0.0007920489129798579
3,0.42538149998290464,32981894849.48462,347620890269.6382,33054753653.03311,364875256500.0,330,0.00019968140412528201
3,0.42538149998290464,32267777721.87964,332734534659.3043,32186160683.979263,333052096500.0,290,0.0002450578716005031
3,0.42538149998290464,31553589350.352356,318172248059.48895,29196095395.814625,296806549800.0,280,0.007942863646797228
3,0.42538149998290464,31798721539.896973,323133791441.90564,32855510053.612907,350913662100.0,309,0.003011534254299798
3,0.42538149998290464,32090545682.460815,329090404241.73987,31492407351.054623,324147597300.0,287,0.0018452653556232075
3,0.42538149998290464,32235153950.029907,332062240155.09235,30476249443.161644,329182902900.0,316,0.005343243805716689
3,0.42538149998290464,31717256577.469055,321480662590.7183,27066138050.169292,258958002600.0,248,0.01796089898980308
3,0.42538149998290464,32316380118.78485,333737368660.5996,29562087522.871075,303753766500.0,286,0.009067517508178047
3,0.42538149998290464,32411575253.077087,335705939206.8857,32638084838.525936,354207945900.0,319,0.0006394819429398033
3,0.42538149998290464,32171569995.247498,330753885871.43066,32345743855.355934,357033257400.0,330,0.0004878365152221715
3,0.42538149998290464,31701475133.371643,321160907237.9097,31512754446.163113,329416209900.0,296,0.0005728943553379472
3,0.42538149998290464,31799783031.350037,323155359730.4548,32550825771.25028,354929797500.0,322,0.0021160318045718375
3,0.42538149998290464,32251909535.306763,332407446088.3889,29844836552.981895,307711777500.0,288,0.007822492209694077
3,0.42538149998290464,32634197606.137756,340332198068.7383,32098576238.33094,354829876800.0,331,0.0015095159760425679
3,0.42538149998290464,30722564099.976746,301637508621.4486,31367418020.89554,333394268700.0,306,0.0019342081777028242
3,0.42538149998290464,31395725357.779724,314997191040.14044,30189774053.759045,305809741800.0,278,0.00394346922018388
3,0.42538149998290464,32047240012.494934,328202865185.5412,29274367569.71544,315642809700.0,315,0.008784842732248353
3,0.42538149998290464,33077698210.264954,349642565928.7075,32829857912.538307,351208271700.0,310,0.000705678987932124
3,0.42538149998290464,31065423946.493835,308405753927.60345,32705007711.197926,341896251900.0,296,0.004795559341737522
3,0.42538149998290464,31609210163.77362,319294509269.21,29879537983.345287,316510605000.0,304,0.005464815880113506
3,0.42538149998290464,32207251594.101135,331487613968.82214,31033455341.370705,328207668300.0,303,0.003576382778654385
3,0.42538149998290464,31982552562.596497,326879587591.79254,29409554811.452496,301108911900.0,284,0.008545073391911125
3,0.42538149998290464,32621432721.77997,340065903314.2742,31899235223.55811,342887464500.0,313,0.0021062230993920132
3,0.42538149998290464,32335661611.345886,334135459717.84766,30635750697.507687,330370842000.0,315,0.0051454629093393165
3,0.42538149998290464,31885286135.199097,324894886294.7573,31553398933.199993,347225739600.0,328,0.0009558254591996369
3,0.42538149998290464,32240023263.301453,332162373474.564,35112189631.31585,400308866700.0,352,0.007174875719569957
3,0.42538149998290464,32936435193.697998,346663363047.2749,34448290478.91313,382540628100.0,334,0.003952143051377851
3,0.42538149998290464,31281074714.537415,312701351407.96924,33326187656.692097,342452905500.0,286,0.005971953834553412
3,0.42538149998290464,32447004813.968994,336439903093.53845,30763601881.187428,321583171200.0,296,0.005234735780793142
3,0.42538149998290464,32858658924.646057,345028516931.214,31182624288.90486,329801261700.0,303,0.005081953377321466
3,0.42538149998290464,31723100533.17987,321598952644.9009,32232990107.085186,339774449400.0,301,0.0015006707385023148
3,0.42538149998290464,32239208828.083862,332145596174.70074,32529817032.80654,361252463700.0,334,0.0008044462915110055
3,0.42538149998290464,31396047011.46399,315003643847.78015,32735862188.698997,356380277400.0,321,0.003759509889295036
3,0.42538149998290464,31739209987.81958,321925577718.3723,30676413348.27747,318505124700.0,292,0.0033368274389404522
3,0.42538149998290464,30848769092.27655,304120050752.28534,31300569185.666508,340730499900.0,321,0.0013259749083881687
3,0.42538149998290464,33093413433.127563,349974783435.4665,32711063443.93642,371842065000.0,350,0.0010282591056263175
3,0.42538149998290464,32351299868.032227,334458643293.91113,30853652791.589054,319778793600.0,291,0.00468338459715539
3,0.42538149998290464,32748117642.986145,342711598127.41974,31521446093.44945,327282144300.0,292,0.003748055220550856
3,0.42538149998290464,32063228772.64154,328530350633.3645,30096382579.381557,316198671300.0,299,0.00622028607891871
3,0.42538149998290464,32127691087.332764,329852337665.5854,31064345260.009407,318649332000.0,285,0.00333704081740663
3,0.42538149998290464,32936803140.686646,346671106416.44244,34295740836.548077,389867982900.0,350,0.0034856355368119434
3,0.42538149998290464,32223662483.746338,331825423908.8691,30949087040.551712,315781678500.0,282,0.004036255204066964
3,0.42538149998290464,31510450670.16809,317302924977.35925,31344787906.508793,339096363000.0,317,0.0004885418474963058
3,0.42538149998290464,31755247675.05957,322250912230.3157,33393381077.771004,372505060200.0,337,0.004397613825250886
3,0.42538149998290464,32046672786.59021,328191250131.78973,32060067414.31505,357605163300.0,337,3.7456471828403986e-05
3,0.42538149998290464,32191083320.799988,331154966274.88715,29765793027.145542,316371311100.0,306,0.007665961509663717
3,0.42538149998290464,31673894104.926147,320602300124.6235,28697385588.615433,280604778900.0,259,0.010607476208990234
3,0.42538149998290464,32272198422.950928,332825517926.55426,29587211347.608456,295375065900.0,270,0.009090093868151624
3,0.42538149998290464,32367263389.65851,334788709864.7904,32476135543.071613,346900112100.0,309,0.00031384294676076874
3,0.42538149998290464,32127586309.016174,329850186729.70544,32261961960.60111,351757813500.0,322,0.0003820118457295739
3,0.42538149998290464,31658134239.80005,320283418420.31976,31207734842.99454,316145342700.0,278,0.0014246592815789333
3,0.42538149998290464,31756307715.065308,322272421589.1147,30168884709.76331,312137075700.0,290,0.005085659887541511
3,0.42538149998290464,32207815994.9245,331499229022.57367,33885172561.874985,366027189000.0,316,0.004582601012599874
3,0.42538149998290464,32589581333.453674,339402328675.10785,31047096594.887615,317893601700.0,284,0.004852204417821911
3,0.42538149998290464,30680561724.23462,300813362423.0294,28599317770.100784,281773396800.0,263,0.0073862329722031266
3,0.42538149998290464,22763059075.933502,184683284609.83572,21709150679.61189,175404460500.0,177,0.006008446953500441
3,0.42538149998290464,23401862598.953796,192425789451.2488,24042072480.31192,202297478400.0,192,0.0031646953111904128
3,0.42538149998290464,24430647735.45233,204995915366.42023,23749696194.40827,198833096100.0,190,0.003424739414114368
3,0.42538149998290464,22442616220.408722,180818716001.38943,24283725412.530773,193439052000.0,172,0.009517774064163896
3,0.42538149998290464,22971391492.934692,187202808174.27655,23791720876.255283,204851449200.0,201,0.004004508567179768
3,0.42538149998290464,23560127382.8273,194351642162.5423,23679597104.276127,196663738500.0,187,0.0006074822047015334
3,0.42538149998290464,23338035686.73871,191649949985.3249,24631589842.62453,196199052600.0,172,0.0065930703474040234
3,0.42538149998290464,23972320521.791718,199381104956.8621,22963827725.77986,194238089400.0,194,0.005192044460111211
3,0.42538149998290464,23687529591.094513,195904077752.3819,26445789141.80772,232781473200.0,210,0.011849136929996916
3,0.42538149998290464,23242230224.90088,190486316896.10428,25547863926.149002,210459928200.0,184,0.01095521470983816
3,0.42538149998290464,23592608473.719788,194747254585.08682,22521351114.534515,185504574300.0,184,0.005774829883455183
3,0.42538149998290464,24288268392.560913,203249204635.93646,26288619182.84232,218362177500.0,187,0.009160701789948978
3,0.42538149998290464,22651571137.0979,183337230688.50797,23977060903.82565,195924211500.0,181,0.006765318878048663
3,0.42538149998290464,23798283470.449646,197255176060.32117,25047482898.300148,209724064800.0,190,0.005956395271290308
3,0.42538149998290464,24210060702.32025,202290692118.57477,22421161109.18531,183149627400.0,181,0.009767421416741256
3,0.42538149998290464,23082926152.021973,188553906482.21582,24414327811.98657,200588392800.0,183,0.006637481069465928
3,0.42538149998290464,23591800982.88382,194737418031.19434,25946749076.18248,227857643100.0,209,0.01033517270370932
